,Date,Time,Wellside Pressure,Measured Density,Slurry Rate,Pump Time
290,9/10/2020,5:43:12,9683.282817,0.0,65.45121800000001,4.833333333333333
291,9/10/2020,5:43:13,9675.188964,0.0,65.529358,4.85
292,9/10/2020,5:43:14,9677.355471,0.0,65.60749100000001,4.866666666666666
293,9/10/2020,5:43:15,9661.998339,0.0,65.60749100000001,4.883333333333334
294,9/10/2020,5:43:16,9638.35488,0.0,65.529358,4.9
295,9/10/2020,5:43:17,9639.61875,0.0,65.45121800000001,4.916666666666667
296,9/10/2020,5:43:18,9615.9375,0.0,65.294945,4.933333333333334
297,9/10/2020,5:43:19,9583.261524,0.0,65.399132,4.95
298,9/10/2020,5:43:20,9594.385839,0.0,65.555397,4.966666666666667
299,9/10/2020,5:43:21,9568.684863,0.0,65.503311,4.983333333333333
300,9/10/2020,5:43:22,9543.570993000001,0.0,65.503311,5.0
301,9/10/2020,5:43:23,9542.664846000001,0.0,65.529358,5.016666666666667
302,9/10/2020,5:43:24,9533.975094,0.0,65.529358,5.033333333333333
303,9/10/2020,5:43:25,9495.433305,0.0,65.633537,5.05
304,9/10/2020,5:43:26,9496.152243,0.0,65.737717,5.066666666666666
305,9/10/2020,5:43:27,9453.152637000001,0.0,65.815849,5.083333333333333
306,9/10/2020,5:43:28,9463.550094,0.0,65.89399,5.1
307,9/10/2020,5:43:29,9449.888382,0.0,65.71167,5.116666666666666
308,9/10/2020,5:43:30,9452.046096000002,0.0,65.737717,5.133333333333334
309,9/10/2020,5:43:31,9417.434769,0.0,65.84189599999999,5.15
310,9/10/2020,5:43:32,9405.657423,0.0,65.89399,5.166666666666667
311,9/10/2020,5:43:33,9385.769529,0.0,65.89399,5.183333333333334
312,9/10/2020,5:43:34,9355.568553000001,0.0,66.050262,5.2
313,9/10/2020,5:43:35,9350.165916,0.0,66.10234100000001,5.216666666666667
314,9/10/2020,5:43:36,9342.389358,0.0,66.154442,5.233333333333333
315,9/10/2020,5:43:37,9333.065043,0.0,65.972122,5.25
316,9/10/2020,5:43:38,9305.684469,0.0,65.972122,5.266666666666667
317,9/10/2020,5:43:39,9288.904392,0.0,66.050262,5.283333333333333
318,9/10/2020,5:43:40,9292.926267,0.0,65.99816899999999,5.3
319,9/10/2020,5:43:41,9241.720317,0.0,66.076302,5.316666666666666
320,9/10/2020,5:43:42,9241.976951999999,0.0,66.076302,5.333333333333333
321,9/10/2020,5:43:43,9235.54863,0.0,66.20652,5.35
322,9/10/2020,5:43:44,9204.933690000002,0.0,66.180481,5.366666666666666
323,9/10/2020,5:43:45,9185.617089000001,0.0,66.180481,5.383333333333334
324,9/10/2020,5:43:46,9177.555762,0.0,66.180481,5.4
325,9/10/2020,5:43:47,9156.101661,0.0,66.36279300000001,5.416666666666667
326,9/10/2020,5:43:48,9155.269332,0.0,66.41489399999999,5.433333333333334
327,9/10/2020,5:43:49,9131.327928,0.0,66.41489399999999,5.45
328,9/10/2020,5:43:50,9132.00381,0.0,66.41489399999999,5.466666666666667
